root_hair	non-hair_epidermis	QC	Stele	xylem_pole_pericycle	lateral_root_cap	Lateral_root	phloem_pole_pericycle	protophloem	developing_xylem	endodermis	companion_cells	Stele
AT5G30420	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07310	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G58070	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03470	0	0	0	1	0	1	0	1	1	1	0	1	1
AT1G73190	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G49210	0	0	0	0	0	0	0	0	0	0	0	1	0
AT5G36890	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G52110	0	1	1	0	0	1	0	0	0	0	1	0	1
AT5G04600	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G11240	1	0	0	1	1	1	1	1	1	1	0	1	1
AT1G47370	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G48500	0	1	1	1	1	1	1	0	0	1	0	0	0
AT5G44660	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G18840	0	0	1	1	0	0	0	0	0	0	1	0	0
AT5G66350	0	0	0	1	1	0	1	0	1	0	0	0	0
AT5G10530	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G25990	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07380;AT3G60990;AT5G48190	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G43790	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G21520	0	0	0	0	0	1	0	0	0	0	0	0	0
AT3G25480	0	0	0	0	0	0	0	1	0	0	0	0	0
AT5G54940	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G47170	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G18100	0	0	1	1	1	0	0	1	0	0	0	0	1
AT3G43210	0	0	1	1	0	1	1	0	1	1	0	1	0
AT5G06400	1	0	0	1	0	0	0	0	0	0	0	0	0
AT1G58160	1	0	0	0	0	0	0	0	0	0	0	0	0
AT3G28610	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G23910;AT3G24255	0	1	1	1	1	1	1	1	1	1	1	1	1
AT5G46460	1	1	0	1	0	0	1	1	0	1	0	1	0
AT3G13040	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G09430	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G02340	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G39140	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G32890	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G10620	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G31540;AT3G43000	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G27280	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G09940	1	1	1	1	1	1	1	1	1	0	1	1	1
ATMG00920;AT2G07678	0	1	1	0	0	1	0	0	1	0	1	0	1
AT3G05590	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G24030	0	0	0	0	0	0	0	0	0	1	0	0	1
AT3G20190	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G57450	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G64090	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G13870	0	1	1	1	1	1	1	1	1	0	1	1	1
AT5G65730	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G61380	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G21260;AT2G21250	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G02140	1	1	1	1	1	1	1	1	1	1	0	1	1
AT1G76210	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G35560	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G54000	1	1	1	1	1	1	1	1	1	1	1	0	1
AT5G64510	1	0	0	1	1	0	0	1	1	1	1	1	1
AT5G02650	0	0	0	1	0	0	0	0	0	0	0	0	0
AT5G39910	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G16380	0	0	0	1	0	1	0	0	0	0	0	0	1
AT5G09740	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G13130	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G12420	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05680	1	1	1	0	1	1	1	0	0	0	1	0	1
AT3G45330	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G45840	1	0	0	0	0	0	0	0	1	0	0	0	1
AT1G27370	0	0	0	1	1	0	0	0	1	1	1	1	1
AT5G41490	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G56320	1	1	1	1	0	1	1	1	1	1	1	1	1
AT2G06570;AT2G06645	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G63180	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G26150	0	0	0	0	1	0	1	1	0	1	0	1	0
AT5G67530	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G52480	1	0	0	0	0	0	1	1	0	0	0	1	0
AT3G19510	1	1	1	1	1	1	1	0	1	1	1	1	1
AT3G04970	1	1	1	1	1	1	0	0	1	1	1	1	1
AT5G20700	1	1	1	1	1	1	1	1	1	0	1	1	1
AT5G60760	0	1	0	0	0	1	1	1	0	0	0	0	1
AT1G35140	0	0	1	1	0	1	1	0	0	0	0	0	0
AT1G78010	0	1	1	1	1	1	1	1	1	1	1	1	1
AT5G34940	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G49380	0	0	1	1	1	1	1	1	1	1	0	0	0
AT1G01010	0	1	1	0	1	1	1	1	0	0	1	1	1
AT3G01520	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G12220	0	1	1	1	1	1	1	0	0	1	1	1	1
ATCG00730	0	1	1	1	1	1	0	0	1	0	1	0	1
AT5G56630	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G56120	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G04770	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G36190;AT4G36195	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G23210	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G47640	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G26920	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G08610	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G52280	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G15250	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G19600	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G63270	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G67110	0	0	0	1	1	0	1	1	0	0	0	0	0
AT5G40870	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G07900	0	0	1	1	0	0	0	0	0	1	0	0	0
AT1G35143	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G15760	1	1	0	0	1	1	1	1	1	0	0	1	1
AT5G22500	0	1	0	0	0	0	1	0	0	0	0	0	0
AT2G41840	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G19515	1	1	1	1	1	1	1	1	1	1	0	1	1
AT1G44090	1	0	0	0	0	0	0	0	0	0	1	0	0
AT1G29490	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04030	0	0	0	1	0	0	1	0	1	1	0	0	1
AT3G62050	0	1	1	1	1	1	1	0	1	1	0	1	1
AT3G21690	0	0	1	1	1	1	1	0	0	0	1	0	1
AT1G73040	0	0	0	0	0	0	0	0	1	0	0	1	0
AT3G03320	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G18270	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G44510	1	1	0	0	1	1	1	0	0	0	1	0	1
AT5G11600	1	1	0	1	0	1	0	0	1	0	1	0	0
AT3G28780	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G47220	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G17050	1	1	1	1	1	1	1	1	0	1	1	1	1
AT4G25070	1	0	1	1	0	1	0	0	0	0	1	0	1
AT5G06570	1	0	0	1	0	1	1	1	1	0	0	1	0
AT5G51660	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G55500	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G66200	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G51150	0	0	0	1	0	0	0	0	0	0	0	0	0
AT2G21950	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G07485	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G43640	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G25840	0	0	0	1	0	0	0	0	0	1	0	0	1
AT5G58750	1	1	1	0	0	1	1	0	0	0	0	1	0
AT4G05180	0	0	0	0	0	0	1	1	0	0	1	0	0
AT5G50440	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G44180;AT1G44820	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G24620	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G36320	0	1	1	1	1	1	1	1	1	1	0	1	1
AT5G46310	0	0	0	1	1	0	0	0	0	0	0	0	0
AT3G54170	0	1	1	1	1	1	1	1	1	1	1	1	1
AT3G06660	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G64680	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G76380	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G32740	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G05950	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G53460	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G12080	1	0	1	1	1	0	1	1	1	1	1	1	1
AT3G05440	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G20040	1	1	1	1	1	1	1	1	1	0	1	1	1
AT3G57300	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G42250	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G19680	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G21070	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G13720	0	0	1	1	0	0	1	1	1	0	1	0	1
AT3G49850	1	1	0	1	1	1	0	0	0	0	1	0	1
AT5G02500	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G78180	0	1	1	1	1	1	1	1	0	1	1	0	1
AT5G20870	0	0	0	1	0	0	0	0	1	0	0	0	0
AT2G46980	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G24710	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G35410	1	0	0	1	0	0	1	1	1	1	0	1	0
AT4G19100	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G46400	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01180	0	0	1	1	0	1	0	0	0	0	0	0	1
AT3G42050	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G42560	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G01690	0	1	1	1	1	1	1	1	1	1	0	1	1
AT5G12390	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G49650	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G05530	1	1	0	0	0	1	0	0	0	0	1	0	1
AT1G29952;AT1G29950;AT1G29951	0	0	1	1	1	1	1	1	1	1	1	1	1
AT5G41340	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G16230	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G15520	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G27220	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04820	1	1	1	1	1	1	1	1	0	1	1	1	1
AT1G19770	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G56290	1	0	1	1	1	1	1	1	1	0	1	1	1
AT5G63030	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G30900	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G67280	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G59930	1	1	0	0	0	1	0	0	1	0	0	0	1
AT3G22160	1	1	1	1	0	1	1	1	1	0	1	1	1
AT3G59420	0	0	0	0	0	0	1	0	0	0	0	0	0
AT2G01950	0	0	0	1	1	0	1	1	1	1	0	1	1
AT5G55580	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G60610	0	0	0	1	0	0	1	1	0	0	1	1	0
AT3G26510	1	1	0	1	1	1	1	1	1	1	1	1	1
AT5G30440	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G24715	0	0	1	1	1	0	0	1	1	1	1	0	1
AT4G22040;AT5G25045;AT5G54203;AT1G57640	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G49230	0	0	0	0	0	0	1	1	0	0	0	1	0
AT3G58090	0	0	0	1	0	0	0	0	0	0	0	0	0
AT5G52130	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07330	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G04620	0	1	1	1	1	1	1	1	1	1	1	1	1
AT3G03490	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G26310	0	0	1	0	0	0	0	0	0	0	1	0	1
AT3G17998;AT3G18000	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G15610	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G63120	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G15100	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G69080	0	0	0	1	0	0	0	1	1	0	0	1	1
AT5G11770	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G44680	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G10550	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G62410	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G14900	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G29340	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G55670	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G66370	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G12290;AT4G12280	0	1	0	0	0	1	0	0	0	0	1	0	0
AT3G21540	0	1	1	1	1	1	1	1	1	1	1	1	1
AT5G54960	0	0	1	0	1	0	1	1	1	1	1	1	1
AT3G28630	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G43230	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G58180	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G13060	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G51000	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G17410	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G39160	1	0	0	1	0	0	1	0	1	1	0	1	0
AT1G09450	0	0	1	0	0	1	1	0	1	1	0	0	1
AT5G51510	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G21800	0	0	1	1	1	1	0	0	1	1	1	0	1
AT1G02360	1	1	1	1	0	1	1	0	0	0	1	1	1
AT5G58600	0	1	1	1	1	1	1	0	1	1	1	1	1
AT3G57470	0	1	1	1	1	1	1	1	0	1	1	1	1
AT3G09960	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G24050	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G10640	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G05030	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G13062	0	1	1	0	1	1	1	1	1	1	1	1	1
AT5G13890	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G65750	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G64530	0	0	0	1	0	0	0	0	0	1	0	0	1
AT1G76230	0	0	0	0	0	0	0	0	1	0	0	0	0
AT5G35580	1	0	1	1	1	1	1	1	1	1	1	1	1
AT2G10900	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06000	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G06510	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G02670	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G39930	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G13150	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G09760	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G38710	1	0	0	0	0	1	1	1	0	0	0	1	0
AT3G46570	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G53310	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G05800	0	1	1	1	1	1	1	1	1	1	1	1	1
AT5G01450	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G13065	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G12440	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G49700	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G27390	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G67550	0	0	0	0	0	0	0	0	1	0	0	0	0
AT2G46830	0	1	1	1	1	1	1	1	0	0	1	1	1
AT1G26170	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G20720	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G56340	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G19530	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04990	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78030	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G26680	0	0	1	0	1	0	1	1	0	1	1	0	0
AT5G27810	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03700;AT3G04440	0	0	1	1	1	1	1	1	1	0	1	1	1
AT5G60780	0	0	0	0	0	0	0	0	0	0	0	0	0
ATCG00750	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G12240	0	1	1	1	1	1	0	0	1	0	1	0	1
AT5G49500	1	1	1	1	1	1	1	1	0	1	1	0	1
AT1G01030	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G01540	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G56140	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G03220;AT1G03230	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G04790	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G23230	0	1	1	1	0	1	0	1	0	0	0	0	0
AT1G15270	1	1	1	1	1	1	1	0	1	1	1	1	1
AT2G26940	0	0	0	1	1	0	0	0	0	0	0	0	0
AT3G08630	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G40890	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G15780	0	0	0	1	0	0	0	1	1	0	1	1	0
AT2G01800	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G07920	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G19620	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G63290	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G04050	0	0	0	0	0	1	1	0	0	0	0	0	0
AT3G18910	0	1	1	1	1	1	1	0	1	1	1	1	1
AT1G56345	0	0	0	0	0	0	1	1	0	1	0	0	0
AT3G14560	1	1	0	1	1	1	1	1	1	1	1	1	1
AT2G41860	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G33000	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G35460;AT5G33210	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G62580	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G03340	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G73060	0	0	1	1	1	1	1	1	1	1	1	1	1
AT4G25090	1	0	0	0	0	0	0	0	0	0	0	0	1
AT1G18290	0	1	1	1	1	0	0	1	1	0	0	1	1
AT5G44530	0	0	1	1	1	0	1	1	1	0	0	1	1
AT1G47240	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G17070	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G11110	0	1	0	1	0	0	0	0	0	0	0	0	0
AT2G21970	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G51680	0	0	1	1	0	0	0	1	1	0	1	1	1
AT5G18710	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G28960;AT5G28910	0	0	0	0	0	0	0	0	1	0	0	0	0
AT3G55520	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G66220	0	0	1	1	1	1	0	0	0	0	1	0	0
AT5G10400	0	1	1	1	1	1	1	0	1	1	1	1	1
AT5G25860	1	1	1	1	1	1	0	0	1	0	1	0	1
AT5G58770	0	0	0	0	0	0	1	1	0	0	0	0	0
AT5G50460	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G43660	0	0	0	0	0	0	1	0	0	0	0	0	1
AT1G06170	0	0	0	0	0	0	0	0	1	0	0	0	0
AT1G49040	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G36340	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G28810;AT3G28820	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G47040	1	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06680	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G46330	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58030	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G18560;AT2G18570	0	1	1	1	1	1	1	1	0	1	0	1	1
AT3G54190	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G39010	0	0	1	0	0	0	0	0	1	1	1	0	1
AT1G09300	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G38880	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G07680;AT3G30465;AT2G07395	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G13210;AT5G45990	0	0	0	0	0	1	1	1	0	0	1	0	1
AT1G21090	0	1	1	1	1	1	1	1	1	1	1	1	1
AT5G53480	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G09810	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G05460	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G32760	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G73066	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G20060	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G57320	0	1	1	1	1	1	1	1	0	0	1	1	1
AT4G30260;AT2G18840	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G13740	0	0	1	1	1	1	1	1	1	1	1	1	1
AT5G65600	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G61250	1	0	0	1	0	0	0	0	1	0	0	1	1
AT3G27150	0	1	1	1	1	0	1	1	1	1	1	1	1
AT3G02010	0	0	0	1	0	0	0	0	0	1	0	0	0
AT5G02520	0	0	0	0	0	0	0	0	1	1	0	0	0
AT5G35430	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G20890	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G01300	0	0	1	1	0	1	0	0	0	0	1	0	1
AT5G42580	1	1	0	0	0	1	0	0	0	0	0	1	1
AT5G27980	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G19120	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G42070	0	1	0	1	0	0	0	0	0	0	0	0	1
AT2G12870	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G13000	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G16760	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G05550	0	0	0	1	0	1	0	0	0	0	1	0	0
AT5G45710	1	1	0	0	0	0	1	1	1	1	1	1	1
AT1G53060	1	1	1	1	1	1	0	0	0	0	1	1	1
AT3G16250	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G15540	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G04840	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G27240	0	0	0	1	1	0	0	0	0	0	0	0	1
AT5G63050	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G67400	1	0	0	0	0	0	1	0	0	1	0	1	1
AT2G32765	0	1	1	1	0	1	0	0	1	0	0	0	1
AT5G50700;AT5G50600	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G60630	0	1	1	1	1	1	1	1	1	0	1	1	1
AT5G59950	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G59440	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G66080	0	1	1	1	1	1	1	1	0	0	1	1	1
AT3G22180	0	0	0	0	1	0	1	0	0	0	0	1	0
AT5G22690	1	1	1	1	1	1	1	1	1	1	0	0	1
AT2G01970	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G30920	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G33170	0	0	1	1	1	0	1	1	0	0	0	0	0
AT1G49250	0	0	0	0	0	0	0	0	0	0	0	0	0
ATCG00600	0	1	1	0	0	1	0	0	1	0	1	0	1
AT1G07350	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G56500	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G47510	0	0	0	1	0	0	0	0	1	0	0	0	0
AT5G04640	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G26330	0	0	0	1	1	0	0	1	1	1	0	1	1
AT3G15630	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G63140	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G15120	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G11280	0	0	1	1	1	0	1	1	1	1	1	1	1
AT5G11790	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G40740	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G18880	0	0	0	0	0	1	0	0	0	0	0	0	0
AT5G14920	0	0	0	1	0	0	1	0	0	0	1	0	1
AT5G66390	0	0	1	1	1	0	1	1	1	0	1	1	1
AT2G41710	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G22270	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G55690	0	1	1	1	1	1	1	1	1	1	1	1	1
AT5G62430	0	0	1	1	1	1	1	1	1	1	1	1	1
AT3G14410	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G30925	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G54980	0	1	1	1	1	1	1	1	1	1	1	1	1
AT3G21560	1	1	1	0	0	1	1	1	0	0	1	0	0
AT1G18140	0	0	1	1	1	0	1	1	1	0	0	1	1
AT3G43250	0	0	0	0	0	0	0	0	1	0	0	1	0
AT5G06440	0	0	0	0	0	0	1	1	0	1	0	0	0
AT4G39180	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G21820	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G24070	0	0	0	1	0	1	0	0	1	0	1	0	0
AT3G17430	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G25200	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G10660	1	1	1	1	0	1	0	0	0	1	1	1	1
AT5G58620	1	1	1	1	1	1	1	1	1	0	1	1	1
AT3G57490	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G50310	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G62010	0	0	1	1	0	0	0	0	1	0	1	0	1
AT3G09980	0	1	1	1	1	1	1	1	1	1	1	1	1
AT2G43510	1	1	0	1	0	1	0	0	0	0	1	0	0
AT5G65770	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G06020	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G05050	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G22275	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G13170	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G54040	1	1	1	1	0	1	1	0	1	1	1	1	1
AT2G10920	0	0	0	1	0	0	0	0	0	0	0	0	0
AT3G06530	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G76250	0	0	1	1	1	0	0	0	0	1	1	0	1
AT3G02180	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G02690	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G39950	1	1	1	1	1	1	1	1	1	1	1	1	1
