root_hair	non-hair_epidermis	QC	Stele	xylem_pole_pericycle	lateral_root_cap	Lateral_root	phloem_pole_pericycle	protophloem	developing_xylem	endodermis	companion_cells	Stele
AT1G17890	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G22920	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G17310	0	0	0	1	0	0	0	0	0	0	0	0	0
AT4G28010	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G07800	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G14440	0	0	0	0	0	0	0	0	0	1	0	0	0
AT3G47860	0	1	1	1	1	1	1	1	1	0	1	1	0
AT3G43900	0	1	1	1	0	1	0	0	1	0	1	0	1
AT2G39000	1	1	1	1	1	1	1	1	1	1	0	1	1
AT3G61240	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G21590	1	1	0	0	1	0	1	1	0	0	0	1	0
AT3G13730	0	0	0	1	1	0	1	1	1	0	0	0	1
AT3G45520;AT4G04380	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G01030	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G10020	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G28680	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G06990	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G57630	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G53790	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G72230	0	0	1	1	0	0	0	1	1	0	1	1	1
AT2G06410	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G20370	0	1	1	1	1	1	1	0	0	1	1	0	1
AT3G20880	0	0	1	0	0	0	0	0	0	0	0	0	0
AT4G02570	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G79320	1	0	0	0	0	0	0	0	0	0	0	0	0
AT4G15270	0	0	0	0	0	1	0	0	0	0	0	0	0
AT2G28100	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G43700	0	1	1	1	0	1	0	0	1	1	0	0	1
AT4G24260	0	1	1	1	1	1	0	0	1	0	1	0	1
AT1G64780	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80000	1	1	1	1	1	1	1	1	0	1	1	1	1
AT3G02830	0	0	1	0	1	1	1	1	1	0	1	1	1
AT4G23040	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G05080	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50340	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G57940	0	1	1	1	1	0	1	1	1	1	1	1	1
AT4G19940	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G52340	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G47040;AT2G47030	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G30190	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G35510	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G37280	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G04370	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G31160	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G68420	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G60620	1	0	0	0	1	0	1	1	0	1	1	0	0
AT1G12600	0	0	0	0	0	1	0	0	1	0	0	1	0
AT1G66580	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G30450	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G63870	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G26840	0	1	1	1	1	1	1	0	1	1	1	1	1
AT2G23130	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G78700	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G74350	0	0	0	0	0	0	0	1	0	0	1	0	0
AT5G44640;AT5G42260	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G33990	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G26380	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G44690	0	0	0	0	0	0	0	0	0	0	0	0	0
ATMG00880;AT2G07682	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G35513	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01700	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G11270	0	0	1	0	1	0	1	1	0	0	0	1	0
AT5G12910	0	0	0	1	0	0	0	0	0	0	0	0	0
AT5G52970	0	0	0	0	0	0	0	1	0	0	0	0	0
AT2G19000	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G55680	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G56810	0	0	0	1	1	0	1	0	1	1	0	1	1
AT3G23900	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G67800	1	0	1	1	1	1	0	1	0	0	1	0	0
AT1G35515	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G63450	1	0	0	0	0	0	0	0	1	0	0	0	1
AT4G36660	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G03240	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G15940	0	1	1	1	1	1	1	0	1	1	0	1	1
AT1G30540	1	1	1	1	1	1	0	1	1	1	1	1	1
AT2G17480	1	1	1	1	1	1	1	1	1	0	1	1	1
AT4G21090	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G62740	0	0	0	0	0	0	1	1	0	0	0	0	0
AT4G28180	0	0	1	0	1	1	1	0	0	0	0	0	1
AT2G39170	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G33210	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G07970	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G73730	1	1	1	1	1	1	1	1	1	1	1	0	1
AT1G77690	0	0	1	1	1	1	1	1	1	1	1	1	1
AT1G44780	0	1	0	0	0	0	0	0	1	1	0	1	1
AT1G52550	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G03040	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G58610	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G43560	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G50810	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G10650	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G17280	1	1	1	1	1	0	1	1	0	0	1	1	1
AT2G14030	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G04700;AT5G04680	0	0	0	0	0	0	0	0	1	0	0	0	0
AT5G52975	1	1	1	1	0	1	0	0	1	0	1	0	1
AT1G69600	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G51840	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G28270	0	0	0	1	0	0	0	0	0	0	0	0	1
AT4G13320	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G43870	0	0	0	1	1	0	0	0	1	1	0	0	1
AT1G80170	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G27050	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G32660	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G35010	0	0	0	0	0	0	0	0	1	0	0	0	0
AT1G79490	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G21440	0	1	1	1	1	1	1	1	1	0	0	1	1
AT3G54860	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G54350	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G06840	1	1	1	1	1	1	1	1	1	0	1	1	1
AT1G20220	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G13990	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G17744	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G28530	0	0	0	1	1	0	1	0	0	1	0	0	1
AT3G20730	1	0	0	0	0	0	0	0	0	0	0	0	0
AT4G02420	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G09510	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G15120	1	1	1	1	1	1	1	1	1	0	1	1	1
AT5G61920	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G60280	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G17745	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G68590	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G60790	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G27820	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G35680	0	1	1	1	1	1	1	1	1	1	1	1	1
AT4G24110	1	1	1	1	0	1	1	1	0	1	1	0	1
AT4G16660	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G38350	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G08640	0	1	1	1	1	1	1	1	1	1	1	1	1
AT4G30040	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G08180	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G19170	0	1	1	1	1	1	1	0	1	1	1	1	1
AT4G37130	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G31010	0	1	1	1	1	1	1	0	0	1	0	1	1
AT3G16920	0	0	0	1	0	0	0	0	0	1	0	1	1
AT4G04220	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G53730	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G71070	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G63720	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G48120	0	1	1	1	1	1	1	0	1	1	0	1	1
AT3G30300	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G75420	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G27910	1	1	1	0	1	1	1	1	1	1	1	1	1
AT1G23560	0	0	0	0	0	0	0	1	0	0	0	1	0
AT1G66430	0	1	1	1	1	1	1	1	1	1	1	1	1
AT3G56980	0	0	0	0	0	0	1	1	1	0	0	1	0
AT4G18460	1	1	0	0	0	1	0	0	0	0	0	0	1
AT1G67970	1	0	1	0	1	0	1	1	1	0	1	1	1
AT1G12775	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G22850	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G26230	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G33840	0	0	0	0	0	0	0	0	1	0	0	0	0
AT1G11120	0	0	1	1	0	0	1	0	0	0	0	0	0
AT5G06080	0	0	0	0	0	0	1	0	0	0	0	0	0
AT3G44540	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G07050	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G37220	0	1	1	1	1	1	1	1	1	1	1	1	1
AT5G52820	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G55530	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G45300;AT1G48860	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G36510	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G32160	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G25360	0	1	1	1	1	1	0	0	1	1	1	0	1
AT3G58780	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G63300	0	0	0	0	0	0	0	0	1	1	0	0	0
AT1G22940	1	1	1	1	1	1	1	1	0	1	1	1	1
AT1G69770	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G70450	1	0	0	0	0	0	0	0	0	0	0	0	0
AT4G18465	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G64630;AT1G64628	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G17330	0	1	1	0	0	1	0	0	0	0	1	0	1
AT4G28030	1	0	0	0	0	0	0	1	0	0	0	0	0
AT3G07820	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77540	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G18810	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G43920	0	1	0	1	0	1	1	0	1	0	0	1	1
AT4G35180	0	0	1	1	1	0	1	1	1	0	1	1	1
AT1G10500	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G14460	0	1	1	1	1	1	1	1	1	1	1	1	1
AT2G39020	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G01050	0	0	1	0	1	0	1	1	0	0	0	1	0
AT4G10040	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G50560	1	1	1	0	0	1	1	0	0	0	1	1	1
AT3G61260	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G13750	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G57650	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G09680	1	1	0	1	0	0	1	1	1	1	0	1	1
AT1G20390	0	0	0	0	0	0	0	1	1	1	0	1	1
AT4G15290	1	1	1	1	0	1	1	1	1	0	1	1	1
AT1G72250	0	0	1	1	0	1	1	0	1	1	1	1	1
AT4G02590	0	0	1	1	1	1	1	1	1	1	1	1	1
AT1G80020	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G43720	0	1	1	1	1	1	1	1	1	1	1	1	1
AT4G24280	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G28120	0	0	0	0	0	0	1	0	0	0	0	0	0
AT1G79340	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G50360	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G23060	1	1	1	0	1	1	1	1	0	0	1	0	1
AT1G54200	0	0	0	1	1	0	0	0	1	1	0	0	1
AT3G02850	0	0	0	0	1	0	1	1	1	0	0	1	1
AT4G27410	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G52360	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G57960	0	0	1	0	1	1	1	1	1	1	1	1	1
AT4G19960	1	0	1	0	0	1	1	0	0	0	1	0	1
AT2G34050	1	1	1	1	1	1	1	0	1	1	1	1	1
AT1G61350	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G60640	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G68440	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G60130	1	0	0	0	0	0	0	0	0	0	0	0	0
AT1G12620	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G35530	0	0	0	1	1	0	0	0	0	0	0	0	0
AT4G16510	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G12160	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G63890	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G75590	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G34310	0	0	1	1	1	1	1	1	1	1	1	1	1
AT2G16000	1	0	0	1	0	0	0	0	0	0	0	0	0
AT4G38200	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G74370	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G26860	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G08030	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G23150	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G78720	1	1	1	1	1	1	0	0	1	0	1	1	1
AT4G22440	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01720	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G11290	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G12930	0	1	1	0	0	1	1	0	0	0	0	0	0
AT2G37390	0	0	1	0	0	1	0	0	0	1	0	0	1
AT1G48550	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G23410	1	1	1	1	1	1	1	0	1	1	1	1	1
AT3G56830	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G23920	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G30560	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G03260	0	0	0	1	0	0	0	0	0	1	0	0	0
AT3G22700	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G67820	0	0	1	1	1	1	1	1	1	1	0	1	1
AT4G36680	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G63470	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G15960	0	0	0	1	0	0	0	0	1	0	0	0	0
AT1G45100	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G16515	1	0	0	0	0	0	0	0	1	0	0	0	0
AT2G16005	0	1	1	1	1	1	1	1	1	0	1	1	1
AT3G62760	0	0	1	0	0	0	0	0	0	0	1	1	1
AT1G73750	1	0	1	1	1	1	1	1	1	1	1	1	0
AT2G39190	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G03520	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G07990	1	1	1	1	0	1	0	0	1	1	1	1	1
AT1G41690;AT1G41600;AT1G41115;AT1G41660;AT1G41630	0	0	0	1	0	1	0	0	0	0	1	0	1
AT4G33230	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G08750;AT4G08760	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G43580	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G10670	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G50830	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G52570	1	1	0	0	0	1	0	0	1	0	1	0	1
AT4G03060	0	0	1	0	0	0	0	0	0	0	0	0	0
AT3G58630	0	1	1	0	1	1	1	0	0	1	1	1	1
AT1G01725	0	1	1	1	1	1	1	1	1	0	1	1	1
AT4G32010	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G18980	1	1	1	1	1	1	1	1	1	0	1	1	1
AT3G11800	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G07410	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G65270	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G51860	0	1	1	1	1	1	1	1	0	0	1	1	1
AT1G17760	1	1	1	1	1	1	1	1	1	1	0	1	1
AT1G70300	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G69620	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G46260;AT5G46490	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G13340	1	1	1	0	0	0	0	1	1	0	1	0	1
AT2G28290	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G47730	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G14310	1	1	1	1	0	1	1	1	1	1	1	1	1
AT1G80190	0	1	1	1	1	1	1	0	0	1	1	1	1
AT1G32680	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G43890	1	1	1	1	1	1	1	1	1	0	1	1	1
AT4G35030	0	0	1	1	0	1	0	0	0	0	1	1	1
AT1G02900	1	1	1	1	1	1	1	1	1	0	1	1	1
AT1G50410	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G54370	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G61110	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G27580	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G21460	1	1	1	1	1	1	1	1	1	0	1	1	1
AT3G63340;AT3G63320	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G72100	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G28550	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G02440	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G12790	0	0	1	1	0	1	1	1	0	1	1	0	1
AT4G15140	0	1	1	1	0	1	1	1	0	1	1	0	1
AT3G27840	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G24130	0	0	1	0	1	0	1	1	0	0	1	0	1
AT1G64650	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G61940	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G16680	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G50210	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G02700	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G08660	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G13345	0	0	0	0	0	0	1	1	1	1	0	1	1
AT1G34480	0	0	0	0	0	0	0	0	1	0	0	0	0
AT4G19810	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G30060	1	1	1	0	0	1	0	0	0	0	1	0	1
AT4G38370	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G78890	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G57810	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G37150	1	0	1	1	1	1	1	1	1	0	1	1	0
AT3G16940	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G31030	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G19190	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G48140	0	0	1	0	0	0	0	0	0	0	1	0	0
AT5G63740	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G30320	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G27930	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G75440	1	1	0	0	0	0	1	1	1	0	1	1	1
AT4G18480	0	1	1	1	1	1	1	1	0	1	0	1	1
AT1G71090	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G23580	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G12010	1	1	1	1	0	1	1	0	0	0	1	0	1
AT1G66450	1	1	0	0	0	0	0	0	0	0	1	0	0
AT3G22870	0	0	0	1	0	0	0	0	1	0	1	0	0
AT1G67990	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G74220	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G26710	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G33860	0	0	0	1	0	0	0	0	0	0	0	0	1
AT3G44560	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G26250	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G25380	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G37240	0	1	1	1	1	1	1	1	0	0	1	1	1
AT5G57815	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G07070	0	1	1	1	0	0	0	0	1	0	1	0	0
AT5G52840	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G55550	0	0	1	1	0	0	0	0	0	0	0	0	1
AT1G78895	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G32180	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G15810	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G03110	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G07580	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G36530	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G69790	1	0	1	0	1	1	0	0	0	0	1	0	1
AT4G28050	1	1	1	1	1	1	1	0	1	1	1	1	1
AT3G62610	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G70470	0	0	0	0	0	0	1	0	1	0	0	0	0
AT1G22960	0	1	1	1	1	1	0	0	0	1	0	0	1
AT2G39040	1	1	0	1	0	1	0	0	1	0	1	1	1
AT2G17350	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G07840	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G43940	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G18830	0	0	0	0	0	0	0	0	0	0	0	0	1
AT1G10520	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G14480	0	0	0	1	1	1	1	1	1	1	0	1	1
AT1G50580	1	1	1	0	1	1	0	0	1	1	0	1	0
AT3G13770	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G01070	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G10060	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G51710	0	0	0	0	0	0	1	1	0	1	0	1	0
AT1G17610	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G72270	0	0	0	1	0	0	0	0	0	0	0	0	0
AT1G10522	0	1	1	1	1	1	1	1	1	1	1	1	1
AT4G17150	0	1	1	0	1	1	1	1	0	1	1	1	0
AT1G57670	0	0	1	1	0	0	0	0	1	1	1	0	0
AT1G79360	1	1	1	0	0	1	1	1	0	0	1	1	1
AT5G43740	0	1	0	1	0	1	0	0	0	0	0	0	1
AT4G07586	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G13772	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G32530	1	1	1	1	1	0	1	1	1	1	1	1	1
AT1G80040	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G27430	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G21310	1	1	1	0	0	0	0	0	0	0	1	0	1
AT1G54220	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G50380	0	1	1	1	1	1	1	1	1	1	1	1	1
AT3G02870	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G06710	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G23080	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G11880;AT3G14390	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G19980	0	0	1	1	0	1	1	0	1	0	0	0	0
AT3G53510	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G52380	1	1	1	1	1	1	1	1	1	1	1	1	1
AT5G57980	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G34070	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G61370	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G28400	0	0	1	1	1	0	1	1	1	1	0	1	1
AT1G17615	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G24764	0	1	1	1	1	1	0	0	1	1	1	0	1
AT1G12640	1	1	1	1	1	1	1	1	1	1	1	1	1
AT3G60660	0	1	1	1	0	1	1	0	0	1	0	0	1
AT1G35550	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G64500	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G68460	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G34330	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G30490	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G16020	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G12180	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G43745	0	1	1	1	1	1	0	1	0	1	0	0	1
AT4G08050	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G08510	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G26880	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G74390	0	1	1	1	1	1	1	1	1	1	1	0	1
ATMG01250;AT2G07697	0	1	1	1	0	1	0	0	1	0	1	0	1
AT4G38220	1	1	1	1	1	1	1	1	1	1	1	1	1
AT2G23170	1	0	1	0	0	0	1	1	0	0	0	1	0
AT4G27435	0	0	0	1	0	1	0	1	1	1	0	1	1
AT1G01740	0	1	1	1	1	1	1	0	1	1	1	0	1
AT5G41900	0	0	0	1	0	0	0	0	0	0	0	0	1
AT3G27720;AT3G27710	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G53600	0	0	0	0	0	0	0	0	0	0	0	0	0
AT4G37000	0	1	1	1	1	0	1	1	1	0	1	1	1
AT4G22460	1	0	1	0	0	0	0	0	1	0	0	1	1
AT3G02875	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G48570	0	1	1	1	1	1	1	0	1	1	1	1	1
AT2G03280	0	0	0	1	0	0	1	0	0	1	0	0	0
AT3G56850	1	1	1	1	1	1	1	1	1	1	1	1	1
AT4G19985	1	1	0	0	0	0	0	0	0	1	0	0	1
AT3G23940	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G63490	1	0	1	1	1	0	1	1	1	1	1	1	0
AT1G67840	0	1	1	1	1	1	1	1	1	1	1	1	1
AT1G15980	0	0	0	0	0	0	0	0	1	0	0	0	0
AT4G18330	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G30580	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G04760	0	0	0	1	0	1	1	0	1	1	1	0	1
AT1G33710	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G44410	0	0	1	0	0	1	0	0	0	0	0	0	1
